artist_name,track_name,release_date,genre,lyrics
JAY-Z,Real As It Gets,2009,rap,"Yeah, see it's that It's that Blueprint 3 shit right here It's that TM 103 shit right here You ready? You ready Hov'? Let's go! (Hands up!)   Allow me to re-introduce myself At the same time re-introduce my wealth At the same time rejuvenate the game It's for my old dawg niggas that's used to 'caine Now what my B-dog said? I respect the game GD's, Vice Lords, the Crips the same And I know y'all 'bout to say this off the chain Tell 'em fake trappin' ass niggas stay out my lane See I ain't dead or in jail, I can't complain And when these fake niggas gone, I shall remain And if you just tunin' in, let me explain You know I keep that 47, Uday Hussein These niggas way too far, I played the game"
T.I.,Why You Mad At Me?,2004,rap,"Remember late nights earn stripes serving straight white Talk shit slapbox clear into the day light Might fuss may fight but stay tight Keep what the J need 'fore the lighter hit the base pipe If the trap was the ocean or the sea You could consider me and them the killa whales and great whites Before a nigga tried to click it make them think twice Cause they knew Cap would kill a nigga 'fore you blink twice They right. I'm reciting my life Nigga I was there no matter what: through sirens, on a silent night Cold Sundays, slow Mondays, hot Friday nights Tuesday, Thursdays, serving whether or not they ride tonight On peaceful days, hostile evenings, even violent nights Chip on my shoulder, hold a grudge -- cause you can die tonight I swear you niggas have no idea what my life was like Before the bright lights and a half a mil just to grab the mic   Is it cause I came from the bottom to the top Why you mad at me?"
Cam'ron,Losin Weight,2000,rap,"Why I feel like I'm losing weight? Why I ain't got no money if I'm moving weight? My life depend on what I'ma do today Why I can't move away Just loot and me, without the scrutiny? Niggas screwing me; 2 and 3 truancies 4 shots, 1 toolie, G.. 1 eulogy My mother and girl is smothered in pearls When a nigga under the world, uh   When I was 11 got the toolie thick My uncle pulled me to the side And he schooled me quick, told me some gooey shit You can't get paid in an earth this big? You worthless kid, nigga don't deserve to live Go and get it motherfucker, if you murder kids Bottle up carbohydrates and preservatives He got hit up that same night But ever since my dough, my flow, and my ho game been tight"
Dr. Dre,Bitches Aint Shit,1992,rap,"Bitches ain't shit but hoes and tricks   Bitches ain't shit but hoes and tricks Lick on these nuts and suck the dick Gets the fuck out after you're done Then I hops in my coupe to make a quick run Bitches ain't shit but hoes and tricks Lick on these nuts and suck the dick Gets the fuck out after you're done Then I hops in my coupe to make a quick run   I used to know a bitch named Eric Wright We used to roll around and fuck the hoes at night Tighter than a motherfucka with the gangsta beats And we was ballin' on the motherfuckin' Compton streets Peep, the shit got deep and it was on Number one song after number one song Long as my motherfuckin' pockets was fat"
Cam'ron,Get Em Daddy,2006,rap,"They say beauty's in the eye of the beholder That's why I look in the mirror every morning and realize how fly I am They wanna know what fuckin label I'm signing to I'm the C.E.O. of Diplomat Records, I sign myself Getchya cake up!   I'm like a crack addict With these Macs I've got a bad habit Clack-clack, in the pen, back out, I'm back at it It's like my lawyer know black magic, black rabbit Out the black hat, black. Back home to my Craftmatic Next to it: stash mattress. Under it: cash, bastard Had them bitches ass-backwards, fuck 'em like a jackrabbit Is she crab status? Call the girl a itchy twat Stick me not, I go and get dutches, it's a 50-box I got weed, hash; when I breeze past, breathe fast Eat ass on point like Steve Nash But I'm fixin to be OG Nixon in 3 Enough jewels, you fools - I'm cool! - my kicks are a G"
Chamillionaire,Evening News,2007,rap,"Gas prices raises, the money keeps burning Dropout rate rising, so what are they learning? Sending the troops in the war so I turn it To today's evening news And the world keeps turning slow (turning slow, turning slow) As the world keeps turning slow (turning slow, turning slow) As the world keeps on turning slow (turning slow, turning slow) This is your evening news   Welcome to the evening news I thank you all for tuning in Yes, I'm your host and your journalist It's Chamillionaire, so let the news begin Our helicopter's out in the streets Look at the screen and let's zoom it in Cause Cassius is live at the scene ""Hey, Cassius, how are you, my friend?"" Got no time for no interviews (Got no time for no interviews)"
Memphis Bleek,Dear Summer,2005,rap,"Dear Summer, I know you gon' miss me For we been together like Nike Airs and crisp tees S dots with Polo fleeces Purple label shit with the logo secret Gimme couple years, shit I might just sneak in A couple words and like Peaches & Herb We'll be reunited and it feels so hood Have the whole world saying ""How you still so good?"" Well I do this in my slumber, Summer I ain't none of these half-assed newcomers You know how I do, Summer I drop heat, when you bring the sun up The combo make niggas act up, I pick the gun up Niggas back up; they know I'm not no fronter I don't talk SHIT, I just flip it Un ya Sorry Lance, I'm just trying to advance my quotes I ain't making you the butt of my jokes But let's not stray from what I came to say To my beloved, think we need some time away They say if you love it, you should let it out its cage"
Das Racist,Combination Pizza Hut and Taco Bell,2008,rap,"Ha Ha-ha Ha Ha-ha Ha Ha Ha Ha   I'm at the Pizza Hut (What?) I'm at the Taco Bell (What?) I'm at the combination Pizza Hut and Taco Bell I'm at the Pizza Hut (What?) I'm at the Taco Bell (Naw) I'm at the combination Pizza Hut and Taco Bell Wait, we're at the Pizza Hut (What?) We're at the Taco Bell (What?) We're at the combination Pizza Hut and Taco Bell We at the Pizza Hut (No)"
JAY-Z,The Watcher 2,2002,rap,"The Watcher! Jeah, ugh Shit I do for a livin', nigga Shit I eat for a livin', nigga (The Watcher!) That's how I live for a livin', nigga I'm watching 'Kay, let's do this The Watcher!   Things just ain't the same for gangstas But I'm a lil' too famous to shoot these pranksters All of these rap singers claiming they bangers Doing all sorts of twisted shit with they fingers Disrespectin' the game, no home training or manners I was doing this shit when you was shitting in Pampers I was moving them grams 'fore you knew what a hand-to-hand was Ducking the vans, radars and scanners Before you knew what hard white or tan was I was hitting the turnpike, aight with the bammers"
Junior M.A.F.I.A.,Get Money,1995,rap,"Fuck bitches, get money (What?) Fuck niggas, get money Fuck bitches, get money Fuck niggas, get money Fuck bitches, get money Fuck niggas, get money (Uh, check it out, uh)   You wanna sip Mo' on my livin' room flo' Play Nintendo with Cease and Nino Pick up my phone say, ""Poppa not home"" Sex all night, mad head in the morn' Spin my V, smoke all my weed Tattoo on titties sayin' ""B.I.G."", now check it: You wanna be my main squeeze, baby Don'tcha? You want to give me what I need, baby Won'tcha picture life as my wife? Just think Full-length mink, fat X and O links Bracelets to match, conversation was all that Showed you the safe combinations and all that"
JAY-Z,Success,2007,rap,"""Your success took a shot at you. What are you going to do now? How are you gonna kill it? You're gonna become unsuccessful? Frank, you can be successful and have enemies, uh? Be unsuccessful too, and even have friends.""   I got these niggas, Breezy, don't worry about it Let that bitch breathe!   I used to give a fuck, now I give a fuck less What do I think of success? It sucks, too much stress I guess I blew up quick 'Cause friends I grew up with See me as a premie, but I'm not, and my nuts big I don't know what the fuss is, my career is illustrious My rep is impeccable; I'm not to be fucked with, with Shit, let that bitch breathe! I'm way too important to be talking about extorting Asking me for a portion's like asking for a coffin Broad daylight I'll off your on-switch You're not too bright, goodnight, long kiss"
"Drake, Kanye West, Lil Wayne & Eminem",Forever,2009,rap,"It may not mean nothin' to y'all But understand, nothin' was done for me So I don't plan on stoppin' at all I want this shit forever, mane, ever, mane, ever, mane I'm shuttin' shit down in the mall And tellin' every girl she the one for me And I ain't even plannin' to call I want this shit forever, mane, ever, mane, ever, mane   Last name Ever, first name Greatest Like a sprained ankle, boy, I ain't nothin' to play with Started off local, but thanks to all the haters I know G-IV pilots on a first name basis In your city, faded off the brown, Nino She insist she got more class, we know Swimmin' in the money, come and find me, Nemo If I was at the club, you know I balled, chemo Dropped the mixtape, that shit sounded like an album Who'd have thought a countrywide tour'd be the outcome?"
Talib Kweli,Get By Remix,2003,rap,"History It's happening every day, y'all Right now Everyday (Live, right now) Right now Good morning, Vietnam!   Listen! Brooklyn wins again It's the Stuy, it's the Bush, them niggas again Ta' Kweli, Mighty Def, and S. Dot on the guest lock Kanye, you're the dopeman of hip-hop, now let's rock And roll out, niggas (Roll out), my hometown niggas (Ouu, ouu!) I get it good in your hood, so slow down, niggas Watch the speed, though, mind your pedal and ease off Or screech off into a collision course with these walls (BAM!) You don't move, don't pray, don't lose Don't sleep, life passing, light flashing, life happens That fast, part of done, Black hands up in prayer Black guns up in fear, dying wish is to touch the air"
Fugees,Zealots,1996,rap,"One, two, I'm bout to set this off! Like this, hip-hoppers, check it   Another MC lose his life tonight, Lord I beg that you pray to Jesus Christ, why Oh Lord, father don't let him bury me, woah   I haunt MCs like Mephistopheles, bringing swords of Damocles Secret service keep a close watch as if my name was Kennedy Abstract raps simple with a street format Gaze into the sky and measure planets by parallax Check out the retrograde motion, kill the notion Of biting and recycling and calling it your own creation I feel like Rockwell, somebody's watching me I got no privacy whether on land or at sea And for you biting zealots, your raps are cacophonic Hypocrite, critic, but deep inside you wish you had the pop hit It hurts, don't it?"
Eminem,Stan,2000,rap,"My tea's gone cold, I'm wondering why I Got out of bed at all The morning rain clouds up my window And I can't see at all And even if I could it'd all be gray But your picture on my wall It reminds me that it's not so bad, it's not so bad My tea's gone cold, I'm wondering why I Got out of bed at all The morning rain clouds up my window And I can't see at all And even if I could it'd all be gray But your picture on my wall It reminds me that it's not so bad, it's not so bad   Dear Slim, I wrote you, but you still ain't callin' I left my cell, my pager and my home phone at the bottom I sent two letters back in autumn, you must not've got 'em There probably was a problem at the post office or somethin'"
Eminem,Kill You,2000,rap,"When I was just a little baby boy My momma used to tell me these crazy things She used to tell me my daddy was an evil man She used to tell me he hated me But then I got a little bit older And I realized she was the crazy one But there was nothin' I could do or say to try to change it 'Cause that's just the way she was   They said I can't rap about bein' broke no more They ain't say I can't rap about coke no more (Ahh) Slut, you think I won't choke no whore 'Til them vocal cords don't work in her throat no more? (Ahh) These motherfuckers are thinkin' I'm playing Thinkin' I'm sayin' this shit 'cause I'm thinkin' it just to be sayin' it (Ahh) Put your hands down, bitch—I ain't gon' shoot you I'ma pull you to this bullet and put it through you (Ahh) Shut up, slut! You're causin' too much chaos Just bend over and take it like a slut—okay, Ma?"
Drake,Im Goin In,2009,rap,"Yeah Uh-huh Um, uh-huh Okay   Hello mothafucka, hey, hi, how ya durrn'? It's Weezy F Baby, come to take a shit and urine On these toilet bowl bitches, pussy ass niggas Stomping on this beat like a motherfucking Sigma Bad to the bristle, hat to the rizzle I'm so official, all I need is a whistle Bitch named Crystal, let her suck my pistol She open up her mouth and then I blow her brains out You ain't met a nigga like me, you probably never will Riders rollin' with me, like 11 wheels Find out where you livin', kill you in the kitchen The feds tryin' to clip us, but we ain't even trippin'  "
Big Pun,Still Not a Player,1998,rap,"Oh Ooh, yeah Don't wanna be a player (TS)   I don't wanna be a player no more I'm not a player, I just fuck a lot But Big Punisher still got what you're lookin' for For my thug niggas, for my thug niggas (Don't wanna be, don't wanna be) I don't wanna be a player no more I'm not a player, I just fuck a lot But you know Big Pun and Joe still down by law Who's down to fuck tonight?   Ayo, I'm still not a player, but you still a hater Elevator to the top, hah, see you later I'm gone, penthouse suite, Penthouse freaks In-house beach, French comtesse, 10 thou' piece Rent-out lease with an option to buy"
Drake,The Calm,2009,rap,"Uh I'm just so far gone October's own Please leave me alone Drunk off champagne Screamin' in the phone See my house is not a home Fuck is going on? Where did we go wrong? Where do we belong? Caught up in the game and it's one I can't postpone Meanin' if it rains, I'm the one it's rainin' on When my diamond chain is on, still nothin' set in stone Women borrow sweaters that I spray with my cologne And tell me don't forget 'em and I promise that I won't Feelin' so distant from everyone I've known To make everybody happy I think I would need a clone Places we get flown, parties that we've thrown I've done more for this city than these rappers that have blown It's only been three years"
Jeezy,Put On Remix,2008,rap,"Rest in peace, homie Lil Mike, let's go I put on (ay Cliff) I put on (yeah, ""The Recession"" on the way) I put on (ay Young)   The Recession on the way, hey, but on another note A lot of sounding like Young, tell 'em register to quote See I rolled them back-to-back like I'm registered to smoke Yeah I got it on me now but I ain't registered to tote I put on for my city and I bought a blue -ghini Goddamn you just missed me, should've saw me, should've seen me Do me a favor: see them haters tell 'em picture me rolling Same time watch them Feds take a pic of me rolling Got a phone call from 'Ye, put my -libs on his song Sold 3 million records, goddamn I put 'em on I put on for my city yeah billboards everywhere See me before your flight land, see me before your bag claim Re-up in my city, man you better check your bags, man"
Bubba Sparxxx,Ugly Remix,2011,rap,"(Chorus - Timbaland) Beat Club Shock the monkey wit 'em, shock the monkey wit 'em To the beat now, Timbaland, uh Shock the monkey wit 'em, shock the monkey wit 'em To the beat now, Bubba Sparxxx, uh Shock the monkey wit 'em, shock the monkey wit 'em To the beat now, Ms. Jade, uh Shock the monkey wit 'em, shock the, oh  (Verse 1 - Ms. Jade) I don't start shit, but I'm quick to finish Destroy, demolish, ruin, Ms. Jade abide the business I know y'all like who is this young Philly gunness Coming for everyone, Mrs. Jackson and both her sons The battles already won, I don't think ya'll understanding me I just pick 'em out randomly, abusing what they hand to me Use the gift that grinning me, humble so I don't damage me I do it for the money, but mainly it's for my family Niggas is not ready for what's about to happen"
Bubba Sparxxx,Aint Life Grand,2005,rap,"Ain't life grand You're workin to the bone You're givin it, then it's gone You keep on or you don't Ain't life grand You're workin to the bone You're givin it, then it's gone You keep on or you don't Ain't life grand   Yeah This is it, put the kids to bed and get your shit A hit's a hit though, but took I ain't forget this shit But when we get a hit, we only slack a little bit But y'all gettin sick of banjos and fiddle shit I hit a lick with it, but now I'm feelin brand new It's time to reinvent again and win again So can you, put on that loop Split the blunt and food"
Bubba Sparxxx,Claremont Lounge,2006,rap,"Haha, yeah It is I (it is I) I don't know 'bout all that other shit, can't call that But beside this motherfucker right here This motherfuckin boo Hey that's me all day, all day, twice on Sunday Hey what I motherfuckin do I rap, I rap Hey, what's happenin' Goddammit Get these pussies off me, will ya? I love it, haha Yeah, yeah, yeah   I'm fittin to meet this bitch up at the Claremont Lounge (at the lounge) The money's low, but I dare not scrounge (don't scrounge) 'Cause I'll be right back (right back) and the money'll follow It's cloudy today, it'll be sunny tomorrow I promise (promise), honest, every week let's do some other shit Liver than that other shit, bitch I'm still the fuckin shit"
Scarface,On My Block,2002,rap,"Woo! This for the block, boy! Take a breath... Woah!   Every day, it's been the same old thang on my block You either working or you slanging cocaine on my block You had to hustle, 'cause that's how we was raised on my block And you stayed on your hop until you made you a knot On my block, to hang out was the thing back then And even when you left out, you came back in To my block, from Holloway, Bellfort, to Scott Reed Road to Phlox, we know the spots Smoke weed and rocks, drink all the blue dots On your block, you pro'ly bred a Fat Pat or 2Pac Or Big Pun, or B-I, your homeboys from knee-high And even when it was storming outside, that nigga'd be by That's me, dog, on my block, I ain't have to play the big shot Niggas knew me back when I was stealing beers from Shamrock And my nickname was ""Creepy"" If Black June could see me, he'd be tripping"
Skee-Lo,I Wish,1995,rap,"Hey, this is radio station WSKEE We're taking calls on the wish line Making your wacky wishes come true...  Hello?   I wish I was a little bit taller, I wish I was a baller I wish I had a girl who looked good, I would call her I wish I had a rabbit in a hat with a bat And a six-four Impala   I wish I was like six-foot-nine so I can get with Leoshi 'Cause she don't know me but, yo, she's really fine You know I see her all the time, everywhere I go And even in my dreams, I can scheme of ways to make her mine 'Cause I know she's livin' phat Her boyfriend's tall and he plays ball, so how am I gonna compete with that? 'Cause when it comes to playing basketball"
Khia,My Neck My Back Lick It,2002,rap,"All you ladies pop your pussy like this Shake your body: don't stop, don't miss All you ladies pop your pussy like this Shake your body: don't stop, don't miss Just do it, do it   Do it, do it, do it now Lick it good, suck this pussy just like you should Right now, lick it good Suck this pussy just like you should My neck, my back Lick my pussy and my crack   My neck, my back Lick my pussy and my crack My neck, my back Lick my pussy and my crack My neck, my back"
The Notorious B.I.G.,Whats Beef?,1997,rap,"The Commission: Uncle Paulie P. Diddy Cease-A-Leo Degenaro (Yeahhh) Charli Baltimore, Iceberg Slim The most shady, Frankie Baby We here (Do you know what beef is?) We ain't goin' nowhere (Do you know what beef is?) Uh-uh (Ask yourself, do you know what beef is?) Uh-uh, uhh   Ha ha ha ha ha, check out this bizarre Rapper style used by me, the B.I.G I put my key, you put your key in, money we'll be seein' Will reach the fuckin' ceiling (Check, check it) My Calico been cocked, this rap Alfred Hitchcock Drop-top-notch, playa-hatin' gon' stop This instant, rappers too persistent Quick to spit Biggie name on shit, make my name taste"
JAY-Z,Heart of the City Aint No Love,2001,rap,"First the Fat Boys break up, now every day I wake up Somebody got a problem with Hov What's up? Y'all niggas all fed up 'cause I got a little cheddar And my record's movin' out the store? Young fucks spittin' at me, young rappers gettin' at me My nigga Big predicted this shit exactly ""Mo' Money, Mo' Problems,"" gotta move carefully 'Cause faggots hate when you gettin' money like athletes Youngins ice-grillin' me, oh, you not feelin' me? Fine, it cost you nothin', pay me no mind Look, I'm on my grind, cousin, ain't got time for frontin' Sensitive thugs, y'all all need hugs Damn, little mans, I'm just tryna do me If the record's two mil', I'm just tryna move three Get a couple chicks, get 'em to try to do E Hopefully they'll ménage before I reach my garage I don't want much, fuck, I drove every car Some nice cooked food, some nice clean drawers Bird-ass niggas, I don't mean to ruffle y'all I know you waitin' in the wing, but I'm doin' my thing"
Master P,Captain Kirk,1997,rap,"Are you ready to boldly go where no family has gone before? The Ghetto Enterprise has landed Captain Kirk has arrived, I repeat, Captain Kirk has arrived Women - if you're lucky, Captain Kirk will save you and beam your loved ones to the fortune and fame you are lookin' for. I mean the next generation, ya' heard me? Are you ready? (Yes, I am!!!!)   Somebody musta' told these hoes I was a muthafuckin' rapper But will they didn't tell them hoes that I was a muthafuckin' Gambler And all the bitches I done broke fo' they bank I got so many cocktales I need a muthafuckin' fish tank I got hoes like acorns fallin' outta trees No Limit niggas don't save hoes Ain’t no Captain Save a Ho gonna breeze Now, Now, Now P, all the time, I done put in work I ain't know, I was livin' next door to Captain Kirk Kept a smirk on his face, lookin' like Joe Sausage Come to find out, some bitch holdin' his money down hostage"
Beanie Sigel,Average Cat,2009,rap,"I ain't your average cat Fuck rap, I'm trying to make cream, and that's that (What you talking bout?) I ain't your average cat Fuck rap, I'm trying to make cream, and that's that (That's what I'm talking bout?) I ain't your average cat Fuck rap, I'm trying to make cream, and that's that   Man, I ain't talking about the Prop, I ain't talking bout the Roc I don't talk bout mine, why will I talk on what you got What you talking bout? Cause you ain't talking about a lot And nigga, I'm from the ghetto so I talk about the block They say in every rhyme that I talk about my Glock But I squeeze for real and don't do no talking when I pop ""Punta maricon, cabron"" then you drop And I stand on my own, I don't be talking to no cops And I ain't talking for Chris and I ain't talking for Neef And I ain't talking for Sparks and I ain't talking for Free"
Domo Genesis,Dreams,2010,rap,"Now if I see it in my dreams Is it for real? Somebody tell me what it means Sometimes it ain't really what it seems Cause this could all really be a dream Is it a dream? Is it a dream? Am I living what I'm seeing in my sleep? Or is my imagination tripping off some weed? Is this all the shit I really need? In my dream, is this a dream? Will my dreams make it past here? Or will I always try to do better than last year? I'm not afraid of what the future brings But this a dream, a vivid dream, it's in my dreams I already see it in my dreams"
Bubba Sparxxx,Back in the Mudd Zone 4 Remix,2011,rap,"Bubba Sparxxx, get money Ye-yeah, ye-ye-ye-yeah, still in the mud I said Bubba Sparxxx, that's right That's the problem with these suckers man Don't nobody wanna get in the mud Nobody wanna fight for this shit, they all too pretty New money   Y'all niggas ain't no k-killers, y'all niggas hoes I'm a, I'm a keep it p-pimpin', y'all niggas know How I p-pull up in the lex, white wall some bows How I, how I stay sure, with this starch in my clothes I'm Sean Paul, yeah bitch, I'm a motherfuckin' star And every other week I buy a old-school car Oh, twenty, man that plenty but I still want more In a big-body ? on them twenty-four's   Rich Boy, ? fool, ?"
Bubba Sparxxx,As the Rim Spins,2006,rap,"Yep, yeah Yep, yeah Yep, yeah Oh   I'm on, I'm grown, I'm so in my zone You ain't gotta tell me, I know this my home Throw me my phone, let me call up anybody Who don't know about it and tell 'em I am him Pale and not so slim But I shine bright even when it's dark and grim She marched on in but she far from a saint Knowin you's pretendin that you are what you ain't Cause your startin to taint what once was pure Irregardless I must endure Cause what's for sure, is that I am blessed Just give me what I'm owed and I might get rest See slight success, only brings more hunger But don't you mistake lightning for thunder"
Ol' Dirty Bastard,Got Your Money,1999,rap,"I dedicate this to all the pretty girls All the pretty girls in the world And the ugly girls too ‘Cause to me you're pretty anyway, baby   You give me your number, I'll call you up You act like your pussy on interrupt I don't have no trouble with you fucking me But I have a little problem with you not fucking me Baby, you know I'ma take care of you ‘Cause you say you got my baby, and I know it ain't true Is it a good thing? No it's bad, bitch For good or worse, makes you switch So I walk on over with my Cristal Bitch-ass niggas, put away your pist-als Dirty won't be having it in this house ‘Cause, bitch, I'll cripple your style! Now that you heard my charming voice You couldn't get another nigga, coochie won't get moist"
Dr. Dre,Let Me Ride,1992,rap,"Biatch! Eeeh, wha'ppen nuh baby You look good inna ya car, eeh Longtime mi watch ya and mi wah chat to ya And ya a gwaan like ya nuh wah chat to me So wha'ppen Dre, tell 'em weh di fuck a gwaan nuh   Creepin' down the back street on D's I got my Glock cocked 'cause niggas want these No soon as I said it, seems I got sweated By some nigga with a TEC-9 tryin' to take mine You wanna make noise? Make noise I make a phone call, my niggas comin' like the Gotti boys Bodies bein' found on Greenleaf With their fuckin' heads cut off, motherfucker, I'm Dre So listen to the play-by-play, day-by-day Rollin' in my four with sixteen switches And got sounds for the bitches Clockin' all the riches, got the hollow points for the snitches"
Lil Wayne,This Is the Carter,2004,rap,"Okay, um, finally perfect, you know? (This, this, this, this, this) Y'all already know what it is, and if you don't (Yeah, yeah, yeah, yeah) (This, this, this, this, this) Then the great Mannie Fresh will enlighten you   Ladies and gentlemen, pimps and players (Come on!) Half-ass rappers and true rhyme sayers (Come on!) This is the Carter (Yes, it is!), so hold onto your teenage daughter (That's what you better do!) Because this is the Carter (That's what it is!), a lot more rich and a whole lot smarter (So ching) Wayne in your brain, Young Carter (Brim low, all I can see is the floor, come on!) Wayne in your brain, Young Carter (Well I got it, don't worry, I got it, I got it, aye)   Who am I? Young Wizzle, for shizzle Flow sicker than a third floor in hospitals Uh, my charm Starburst, my watch Skittles I'm hot sizzle, ""what up, hot bizzle?"" Holla at a player, I'm sorta like BD Y'all can't stop my dribble, or block the lay-ups Soft top the coupe, mami pop her, too"
Lupe Fiasco,Hurt Me Soul,2006,rap,"Astaghfirullah, yeah! Yeah, this one right here, ha I dedicate this one right here To everybody out there… Ya dig? Check it out   Now I ain't trying to be the greatest— I used to hate hip-hop, yup, because the women degraded But Too $hort made me laugh, like a hypocrite I played it A hypocrite, I stated, though I only recited half Omitting the word ""bitch""– cursing, I wouldn't say it Me and Dog couldn't relate, till a bitch I dated Forgive my favorite word for hers and hers alike But I learned it from a song I heard and sort of liked Yeah, further, ice and glamorized drug dealing was appealing But the block club kept it from in front of our building Gangsta rap-based filmings became the building blocks For children with leaking ceilings catching drippings with pots"
Nelly,Ride wit Me,2000,rap,"Where they at? Where they at? Where they at? Where they at? Where they at? Where they at? Where they at? Where they at? Come on, now   If you wanna go and take a ride with me We 3-wheeling in the fo' with the gold D's Oh, why do I live this way? (Hey, must be the money!) If you wanna go and get high with me Smoke a L in the back of the Benz-E Oh, why must I feel this way? (Hey, must be the money!)   In the club on the late night, feeling right Looking, trying to spot something real nice Looking for a little shorty I noticed so that I can take home"
Snoop Dogg,Gin and Juice,1993,rap,"(Ugh) Ha-ha-ha, I'm serious, nigga One of y'all niggas got some bad motherfuckin' breath (Oh, man) Aye, baby, aye, baby, (shit) aye, baby Get some bubblegum in this motherfucker or somethin' Aye, nigga, get somethin' to eat, dog Aye, nigga, study long, study wrong, nigga   With so much drama in the L-B-C It's kind of hard bein' Snoop D-O-double-G But I, somehow, some way Keep comin' up with funky-ass shit, like, every single day May I kick a little something for the G's And make a few ends as I breeze through? Two in the mornin' and the party's still jumpin' ‘Cause my momma ain't home I got bitches in the livin' room gettin' it on And they ain't leavin' till six in the mornin' So what you wanna do? Shit, I got a pocket full of rubbers and my homeboys do too"
50 Cent,21 Questions,2003,rap,"New York City You are now rockin' With 50 Cent You gotta love it   I just wanna chill and twist the lah Catch stunts in my 7-45 You drive me crazy, shorty, I Need to see you and feel you next to me I provide everything you need, and I Like your smile, I don't want to see you cry Got some questions that I got to ask And I hope you can come up with the answers, babe   Girl, it's easy to love me now Would you love me if I was down and out? Would you still have love for me? Girl, it's easy to love me now"
JAY-Z,Roc Boys And the Winner Is...,2007,rap,"And the winner is Hov... My man! Speech!   First of all, I wanna thank my connect The most important person, with all due respect Thanks to the duffle bag, the brown paper bag The Nike shoe box for holding all this cash (Okay!) Boys in blue who put greed before the badge (Okay!) The first pusher who ever made the stash (Okay!) The Roc Boys in the building tonight (Hey!) Oh, what a feeling, I'm feeling life (Hey!) Thanks to the lames, niggas with bad aim Thanks to a little change, I tore you out the game Bullet wounds will stop your buffoonery Thanks to the pastor, rapping at your eulogy To Lil' Kim and them, you know the women-friend who Carry the work cross state for a gentlemen Yeah, thanks to all the hustlers"
Madvillain,Rhinestone Cowboy,2004,rap,"""Great stuff"" ""Yeah, this is— this is good"" ""Great stuff"" ""Ahh, Oh yeah"" *Applause*   Hold the cold one like he hold a old gun Like he hold the microphone and stole the show for fun Or a foe for ransom, flows is handsome O's in tandem, anthem, random tantrum Phantom of the Grand Ole Opry, ask the dumb hottie Masked, pump-shotty—somebody stop me Hardly come sloppy on a retarded hard copy After rockin' parties, he departed in a jalopy Watch the droptop papi Known as the grimy limey, slimy— try me blimey! Simply smashing in a fashion that's timely Madvillain dashing in a beat-rhyme crime spree We rock the house like rock 'n roll"
JAY-Z,Takeover,2001,rap,"C'mon Woo   R-O-C, we runnin' this rap shit Memphis Bleek, we runnin' this rap shit B. Mac, we runnin' this rap shit Freeway, we run this rap shit O and Sparks, we runnin' this rap shit Chris and Neef, we runnin' this rap shit   The takeover, the break's over, nigga God MC, me, Jay-Hova Hey, lil' soldier, you ain't ready for war R-O-C too strong for y'all It's like bringing a knife to a gunfight, pen to a test Your chest in the line of fire with your thin-ass vest You bringing them boys to men, how them boys gon' win? This is grown man B-I, get you rolled into triage, bitch"
JAY-Z,The Rulers Back,2001,rap,"Woo, woo, woo, woo I am back, niggas Ha-ha-ha-ha-ha-ha (Uh-oh, uh-oh, woo, woo) Ladies and gentlemen, H to the izz-O (H to the izz-O) I wanna thank everybody out there for they purchase We surely appreciate it (Woo) What you about to witness is my thoughts (Just my thoughts, man) Right or wrong Just what I was feelin' at the time (Uh) You ever felt like this, vibe with me (Walk with a nigga, man) Just vibe with me Yo   Gather 'round, hustlers, that's if you still livin' And get on down to that ol' Jig rhythm Here's a couple of jewels to help you get through your bid in prison A ribbon in the sky, keep your head high I, Young 'Vito, voice of the young people Mouthpiece for hustlers, I'm back, motherfuckers"
The Notorious B.I.G.,Gimme the Loot,1994,rap,"Yeah, motherfuckers better know Huh, huh (I'm a bad, bad, bad) Lock your windows, close your doors Biggie Smalls Huh, yeah (I'm a bad, bad, bad)   My man Inf left a TEC and a nine at my crib Turned him self in, he had to do a bid A one-to-three, he be home the end of '93 I'm ready to get this paper, G, you with me? Motherfuckin' right, my pockets lookin' kinda tight And I'm stressed Yo, Biggie let me get the vest No need for that, just grab the fuckin' gat The first pocket that's fat, the TEC is to his back Word is bond, I'ma smoke him, yo, don't fake no moves (What?) Treat it like boxin', stick and move, stick and move Nigga, you ain't got to explain shit"
BET,2009 BET Hip Hop Awards - Cypher 3,2009,rap,"Peace, welcome to this cypher. Black Dante, Black Thought, Eminem. We in Brooklyn, I gotta do this for Brooklyn. Listen, real quick, yo   For sinners, saints and scramblers And gamblers, and dirty money handlers Dignitaries and champions, narcotic traffickers Talented number runners and racketeers Stars of stage, page and cameras Slang swingers and swaggerers Double barrels and Derringers, automatics and miracles Europe, Asia and Africa, all the time in America Atlantic, Ashland, Albemarle to Albany Bridge into Baltic, Bedford Ave., Bergen Street Clinton to Cadman, Church Ave. to Clarendon Road to Central Avenue, Cooper House, Cypress And live from Bedford-Stuyvesant, the livest High flyingest pilot bombardier from Pyrrhus Stationed live and direct, Medina mastermind set Ya can't lock my set, now lock off, cool Peace to the nation of the Gods and the Earths"
